Symbol,Name,Exchange,Sector,Sector Name,S&P 500,Industry
AQMS,"Aqua Metals, Inc.",NASD,XLI,,False,Trucking
AQN,Algonquin Power & Utilities Corp.,NYSE,XLU,,False,Multiutilities
AQNU,Algonquin Power & Utilities Corp.,NYSE,XLU,,False,Water
AQST,"Aquestive Therapeutics, Inc.",NASD,XLV,,False,Pharmaceuticals
AR,Antero Resources Corp.,NYSE,XLE,,False,Coal
ARAFF,Arafura Resources Ltd.,OTCM,XLB,,False,Gold Mining
ARAV,"Aravive, Inc.",NASD,XLV,,False,Biotechnology
ARAY,Accuray Inc.,NASD,XLV,,False,Medical Equipment
ARBB,ARB IOT Group Ltd.,NASD,XLK,,False,Software
ARBK,Argo Blockchain Plc,NASD,XLK,,False,Renewable Energy Equipment
ARC,ARC Document Solutions Inc,NYSE,XLI,,False,Industrial Suppliers
ARCB,ArcBest Corp.,NASD,XLI,,False,Marine Transportation
ARCC,Ares Capital Corp.,NASD,XLF,,False,Specialty Finance
ARCE,Arco Platform Ltd.,NASD,XLK,,False,Software
ARCH,"Arch Coal, Inc.",NYSE,XLE,,False,Coal
ARCO,Arcos Dorados Holdings Inc.,NYSE,XLY,,False,Recreational Products
ARCT,Arcturus Therapeutics Ltd.,NASD,XLV,,False,Pharmaceuticals
ARDS,"Aridis Pharmaceuticals, Inc.",OTCM,XLV,,False,Pharmaceuticals
ARDX,"Ardelyx, Inc.",NASD,XLV,,False,Biotechnology
ARE,"Alexandria R E Eqty, Inc.",NYSE,XLRE,,True,Mortgage REITs
AREB,American Rebel Holdings Inc.,NASD,XLY,,False,Furnishings
AREC,American Resources Corp.,NASD,XLE,,False,Oil Equipment & Services
AREN,Arena Group Holdings Inc.,AMEX,XLC,,False,Entertainment
ARES,"Ares Management, LP",NYSE,XLF,,False,Property-Casualty Insurance
ARGD,"Argo Group International Holdings, Ltd.",NYSE,XLF,,False,Property-Casualty Insurance
ARGO,"Argo Group Intl Holdings, Ltd.",NYSE,XLF,,False,Asset Managers
ARGX,Argenx SE,NASD,XLV,,False,Pharmaceuticals
ARHS,Arhaus Inc.,NASD,XLY,,False,Restaurants & Bars
ARI,"Apollo Commercial Real Estate Finance, Inc.",NYSE,XLRE,,False,Real Estate Development
ARIS,Aris Water Solutions Inc.,NYSE,XLE,,False,Coal
ARKO,ARKO Corp.,NASD,XLY,,False,Specialty Retailers
ARKR,Ark Restaurants Corp.,NASD,XLY,,False,Restaurants & Bars
ARL,American Realty Investors Inc.,NYSE,XLRE,,False,Mortgage REITs
ARLO,"Arlo Technologies, Inc.",NYSE,XLK,,False,Software
ARLP,"Alliance Resource Partners, L.P.",NASD,XLE,,False,Oil Equipment & Services
ARMK,Aramark,NYSE,XLY,,False,Automobiles
ARMP,"Armata Pharmaceuticals, Inc.",AMEX,XLV,,False,Biotechnology
ARNC,Arconic Corporation,NYSE,XLI,,False,Commercial Vehicles
ARNGF,Argonaut Gold Inc.,OTCM,XLB,,False,Nonferrous Metals
AROC,"Archrock, Inc",NYSE,XLE,,False,Exploration & Production
AROW,Arrow Financial Corp.,NASD,XLF,,False,Banks
ARQQ,Arqit Quantum Inc.,NASD,XLK,,False,Software
ARQT,Arcutis Biotherapeutics Inc.,NASD,XLV,,False,Biotechnology
ARR,Armour Residential REIT Inc.,NYSE,XLRE,,False,Residential REITs
ARREF,Amerigo Resources Ltd.,OTCM,XLB,,False,Specialty Chemicals
ARRY,Array Technologies Inc.,NASD,XLK,,False,Electrical Components
ARTH,"Arch Therapeutics, Inc.",OTCM,XLV,,False,Medical Equipment
ARTL,Artelo Biosciences Inc.,NASD,XLV,,False,Biotechnology
ARTNA,Artesian Resources Corp.,NASD,XLU,,False,Gas Distribution
ARTW,"Arts-Way Manufacturing Co., Inc.",NASD,XLI,,False,Aerospace
ARVL,Arrival Ltd.,NASD,XLY,,False,Business Training Agencies
ARVN,Arvinas Inc.,NASD,XLV,,False,Pharmaceuticals
ARW,Arrow Electronics Inc.,NYSE,XLK,,False,Telecom Equipment
ARWR,"Arrowhead Pharmaceuticals, Inc.",NASD,XLV,,False,Biotechnology
ASA,ASA Gold and Precious Metals Ltd.,NYSE,XLF,,False,Mortgage Finance
ASAI,Sendas Distribuidora S.A,NYSE,XLP,,False,Food Products
ASAN,"Asana, Inc.",NYSE,XLK,,False,Software
ASAP,Waitr Holdings Inc.,OTCM,XLK,,False,Semiconductors
ASB,Associated Banc-Corp.,NYSE,XLF,,False,Banks
ASC,Ardmore Shipping Corp.,NYSE,XLI,,False,Transportation Services
ASGN,ASGN Inc.,NYSE,XLY,,False,Hotels
ASH,Ashland Global Holdings Inc.,NYSE,XLB,,False,Specialty Chemicals
ASIX,"AdvanSix, Inc.",NYSE,XLB,,False,Gold Mining
ASLE,AerSale Corp.,NASD,XLI,,False,Building Materials
ASLN,Aslan Pharmaceuticals Ltd,NASD,XLV,,False,Biotechnology
ASM,Avino Silver & Gold Mines Ltd.,AMEX,XLB,,False,Specialty Chemicals
ASMB,"Assembly Biosciences, Inc.",NASD,XLV,,False,Pharmaceuticals
ASMIY,ASM Intl N.V.,OTCM,XLK,,False,Semiconductors
ASML,ASML Holding NV,NASD,XLK,,False,Semiconductors
ASND,Ascendis Pharma A/S,NASD,XLV,,False,Biotechnology
ASNS,Actelis Networks Inc.,NASD,XLK,,False,Computer Services
ASO,Academy Sports and Outdoors Inc.,NASD,XLY,,False,Special Consumer Services
ASPI,ASP Isotopes Inc.,NASD,XLB,,False,Steel
ASPN,"Aspen Aerogels, Inc.",NYSE,XLI,,False,Aerospace
ASPS,Altisource Portfolio Solutions S.A.,NASD,XLF,,False,Reinsurance
ASPU,"Aspen Group, Inc.",OTCM,XLY,,False,Special Consumer Services
ASR,"Grupo Aeroportuario del Sureste, SA",NYSE,XLI,,False,Transportation Services
ASRT,Assertio Holdings,NASD,XLV,,False,Pharmaceuticals
ASRV,"AmeriServ Financial, Inc.",NASD,XLF,,False,Banks
ASST,Asset Entities Inc.,NASD,XLC,,False,Mobile Telecommunications
ASTC,Astrotech Corp.,NASD,XLI,,False,Commercial Vehicles
ASTE,"Astec Industries, Inc.",NASD,XLI,,False,Aerospace
ASTL,Algoma Steel Group Inc.,NASD,XLB,,False,Steel
ASTR,Astra Space Inc.,NASD,XLI,,False,Business Support Services
ASTS,"AST SpaceMobile, Inc.",NASD,XLC,,False,Mobile Telecommunications
ASUR,Asure Software,NASD,XLI,,False,Industrial Suppliers
ASX,Advanced Semiconductor,NYSE,XLK,,False,Semiconductors
ASXC,"Asensus Surgical, Inc.",AMEX,XLV,,False,Medical Equipment
ASYS,"Amtech Systems, Inc.",NASD,XLK,,False,Semiconductors
ATAI,ATAI Life Sciences N.V.,NASD,XLV,,False,Pharmaceuticals
ATAT,Atour Lifestyle Holdings Ltd.,NASD,XLY,,False,Durable Household Products
ATEC,Alphatec Holdings Inc.,NASD,XLV,,False,Medical Equipment
ATEN,"A10 Networks, Inc.",NYSE,XLK,,False,Telecom Equipment
ATER,"Aterian, Inc.",NASD,XLY,,False,Auto Parts
ATEX,Anterix Inc.,NASD,XLK,,False,Telecom Equipment
ATEYY,Advantest Corp.,OTCM,XLK,,False,Semiconductors
ATGE,"Adtalem Global Education, Inc.",NYSE,XLY,,False,Special Consumer Services
ATGN,"AltiGen Communications, Inc.",OTCM,XLK,,False,Electrical Components
ATH/PA,Athene Holding Ltd,NYSE,XLF,,False,Consumer Finance
ATHA,Athira Pharma Inc.,NASD,XLV,,False,Biotechnology
ATHE,Alterity Therapeutics Limited,NASD,XLV,,False,Biotechnology
ATHM,Autohome Inc.,NYSE,XLY,,False,Specialty Retailers
ATHX,"Athersys, Inc.",NASD,XLV,,False,Pharmaceuticals
ATI,Allegheny Technologies,NYSE,XLB,,False,Containers & Packaging
ATKR,Atkore International Group Inc.,NYSE,XLK,,False,Telecom Equipment
ATLC,Atlanticus Holdings Corp.,NASD,XLF,,False,Consumer Finance
ATLCP,Atlanticus Holdings Corp.,NASD,XLF,,False,Life Insurance
ATLO,Ames National Corp,NASD,XLF,,False,Banks
ATMU,Atmus Filtration Technologies Inc.,NYSE,XLI,,False,Aerospace
ATNI,"ATN International, Inc.",NASD,XLC,,False,Internet
ATNM,"Actinium Pharmaceuticals, Inc.",AMEX,XLV,,False,Pharmaceuticals
ATNXQ,"Athenex, Inc.",OTCM,XLV,,False,Pharmaceuticals
ATO,Atmos Energy Corp.,NYSE,XLU,,True,Multiutilities
ATOM,Atomera Inc.,NASD,XLK,,False,Software
ATOS,"Atossa Genetics, Inc.",NASD,XLV,,False,Medical Equipment
ATR,"Aptargroup, Inc.",NYSE,XLB,,False,General Mining
ATRA,"Atara Biotherapeutics, Inc.",NASD,XLV,,False,Biotechnology
ATRC,AtriCure Inc.,NASD,XLV,,False,Medical Equipment
ATRI,ATRION Corp.,NASD,XLV,,False,Medical Equipment
ATRO,Astronics Corp.,NASD,XLI,,False,Industrial Machinery
ATS,ATS Corp.,NYSE,XLI,,False,Delivery Services
ATSG,Air Transport Services Group Inc.,NASD,XLI,,False,Delivery Services
ATUS,"Altice USA, Inc.",NYSE,XLK,,False,Telecom Equipment
ATUSF,Altius Minerals Corp.,OTCM,XLB,,False,Gold Mining
ATVI,Activision Blizzard Inc.,NASD,XLC,,False,Entertainment
ATXG,Addentax Group Corp.,NASD,XLI,,False,Defense
ATXI,"Avenue Therapeutics, Inc.",NASD,XLV,,False,Pharmaceuticals
ATXS,"Astria Therapeutics, Inc.",NASD,XLV,,False,Biotechnology
AU,Anglogold Ashanti Ltd.,NYSE,XLB,,False,General Mining
AUB,Union First Market Bankshares Corp.,NYSE,XLF,,False,Banks
AUBN,"Auburn National Bancorporation, Inc.",NASD,XLF,,False,Banks
AUDA,"Audacy, Inc.",OTCM,XLC,,False,Entertainment
AUDC,AudioCodes Ltd.,NASD,XLK,,False,Computer Services
AUGG,Augusta Gold Corp.,OTCM,XLB,,False,Nonferrous Metals
AUGX,Augmedix Inc.,NASD,XLK,,False,Electrical Components
AUID,Ipsidy Inc.,NASD,XLK,,False,Software
AULT,"Ault Alliance, Inc.",AMEX,XLK,,False,Computer Hardware
AUMN,Golden Minerals Co.,AMEX,XLB,,False,Gold Mining
AUOTY,AU Optronics Corp.,OTCM,XLK,,False,Telecom Equipment
AUPH,Aurinia Pharmaceuticals Inc.,NASD,XLV,,False,Biotechnology
AURA,Aura Biosciences Inc.,NASD,XLV,,False,Biotechnology
AUST,Austin Gold Corp.,AMEX,XLB,,False,Specialty Chemicals
AUTL,Autolus Therapeutics Plc,NASD,XLV,,False,Biotechnology
AUUD,Auddia Inc.,NASD,XLK,,False,Software
AUVI,Applied UV Inc.,NASD,XLV,,False,Health Care Providers
AVA,Avista Corp.,NYSE,XLU,,False,Water
AVAH,Aveanna Healthcare Holdings Inc.,NASD,XLV,,False,Medical Equipment
AVAL,Grupo Aval Acciones y Valores SA,NYSE,XLF,,False,Banks
AVAV,AeroVironment Inc.,NASD,XLI,,False,Building Materials
AVB,"Avalonbay Communities, Inc.",NYSE,XLRE,,True,Industrial & Office REITs
AVD,American Vanguard Corp.,NYSE,XLB,,False,General Mining
AVDL,Avadel Pharmaceuticals plc,NASD,XLV,,False,Pharmaceuticals
AVDX,AvidXchange Holdings Inc.,NASD,XLK,,False,Semiconductors
AVGO,Broadcom Inc.,NASD,XLK,,True,Semiconductors
AVGR,Avinger Inc.,NASD,XLV,,False,Medical Supplies
AVID,"Avid Technology, Inc.",NASD,XLC,,False,Internet
AVIR,Atea Pharmaceuticals Inc.,NASD,XLV,,False,Biotechnology
AVLNF,"Avalon Advanced XLB, Inc.",OTCM,XLB,,False,Commodity Chemicals
AVNS,"Avanos Medical, Inc.",NYSE,XLV,,False,Medical Supplies
AVNT,Avient Corporation,NYSE,XLB,,False,Specialty Chemicals
AVNW,Aviat Networks Inc.,NASD,XLK,,False,Electrical Components
AVO,Mission Produce Inc.,NASD,XLP,,False,Distillers & Vintners
AVRO,"AVROBIO, Inc.",NASD,XLV,,False,Biotechnology
AVT,"Avnet, Inc.",NASD,XLK,,False,Telecom Equipment
AVTA,"Avantax, Inc.",NASD,XLC,,False,Mobile Telecommunications
AVTE,Aerovate Therapeutics Inc.,NASD,XLV,,False,Biotechnology
AVTR,"Avantor, Inc.",NYSE,XLB,,False,Specialty Chemicals
AVTX,Avalo Therapeutics Inc.,NASD,XLV,,False,Biotechnology
AVVIY,Aviva Plc,OTCM,XLF,,False,Full Line Insurance
AVXL,Anavex Life Sciences Corp.,NASD,XLV,,False,Pharmaceuticals
AVY,Avery Dennison Corp.,NYSE,XLB,,True,General Mining
AWH,Aspira Womens Health,NASD,XLV,,False,Biotechnology
AWI,Armstrong World Industries Inc.,NYSE,XLI,,False,Aerospace
AWIN,AERWINS Technology Inc.,NASD,XLI,,False,Defense
AWK,American Water Works Co. Inc.,NYSE,XLU,,True,Water
AWR,American States Water Co.,NYSE,XLU,,False,Conventional Electricity
AWRE,"Aware, Inc.",NASD,XLK,,False,Semiconductors
AWSL,Atlantic Wind & Solar Inc.,OTCM,XLU,,False,Conventional Electricity
AX,"Axos Financial, Inc.",NYSE,XLF,,False,Banks
AXAHY,Axa,OTCM,XLF,,False,Consumer Finance
AXDDF,Azucar Minerals Ltd.,OTCM,XLB,,False,Specialty Chemicals
AXDX,Accelr8 Technology,NASD,XLV,,False,Biotechnology
AXGN,"Axogen, Inc.",NASD,XLV,,False,Medical Supplies
AXIM,AXIM Biotechnologies Inc.,OTCM,XLV,,False,Pharmaceuticals
AXL,American Axle & Manufac.,NYSE,XLY,,False,Broadline Retailers
AXLA,Axcella Health Inc.,NASD,XLV,,False,Pharmaceuticals
AXNX,Axonics Modulation Technologies Inc.,NASD,XLV,,False,Medical Supplies
AXON,"Axon Enterprise, Inc.",NASD,XLI,,True,Business Support Services
AXP,American Express Co.,NYSE,XLF,,True,Property-Casualty Insurance
AXR,Amrep Corp.,NYSE,XLI,,False,Building Materials
AXS,Axis Capital Holdings Ltd.,NYSE,XLF,,False,Asset Managers
AXSM,"Axsome Therapeutics, Inc.",NASD,XLV,,False,Biotechnology
AXTA,Axalta Coating Systems Ltd.,NYSE,XLB,,False,Commodity Chemicals
AXTI,American Xtal Technology,NASD,XLK,,False,Software
AY,Atlantica Yield plc,NASD,XLU,,False,Conventional Electricity
AYI,"Acuity Brands, Inc.",NYSE,XLI,,False,Building Materials
AYRO,"AYRO, Inc.",NASD,XLK,,False,Electrical Components
AYTU,"Aytu BioScience, Inc.",NASD,XLV,,False,Pharmaceuticals
AYX,"Alteryx, Inc",NYSE,XLK,,False,Software
AZEK,AZEK Company Inc,NYSE,XLI,,False,Airlines
AZN,Astrazeneca PLC,NASD,XLV,,False,Pharmaceuticals
AZO,Autozone Inc. Nevada,NYSE,XLY,,True,Specialty Retailers
AZPN,"Aspen Technology, Inc.",NASD,XLK,,False,Software
AZREF,Azure Power Global Ltd.,NYSE,XLU,,False,Conventional Electricity
AZTA,"Azenta, Inc.",NASD,XLV,,False,Health Care Providers
AZUL,Azul S.A. American Depositary Shares,NYSE,XLI,,False,Industrial Suppliers
AZYO,"Aziyo Biologics, Inc.",NASD,XLV,,False,Biotechnology
AZZ,"AZZ, Inc.",NYSE,XLK,,False,Telecom Equipment
B,"Barnes Group, Inc.",NYSE,XLI,,False,Aerospace
BA,Boeing Co.,NYSE,XLI,,True,Defense
BABA,Alibaba Group Holding Ltd.,NYSE,XLY,,False,Gambling
BAC,Bank Of America Corp.,NYSE,XLF,,True,Banks
BAC/PL,Bank Of America Corp.,NYSE,XLF,,False,Banks
BACHY,Bank of China Ltd.,OTCM,XLF,,False,Banks
BACK,"IMAC Holdings, Inc.",NASD,XLV,,False,Medical Supplies
BAESY,BAE Systems Plc,OTCM,XLI,,False,Business Support Services
BAH,Booz Allen Hamilton Holding Corp.,NYSE,XLI,,False,Building Materials
BAK,Braskem SA,NYSE,XLB,,False,Containers & Packaging
BALL,Ball Corp.,NYSE,XLB,,True,Commodity Chemicals
BALY,Bally,NYSE,XLY,,False,Business Training Agencies
BAM,Brookfield Asset Management Ltd.,NYSE,XLF,,False,Asset Managers
BANC,"Banc of California, Inc.",NYSE,XLF,,False,Banks
BAND,"Bandwidth, Inc.",NASD,XLC,,False,Entertainment
BANF,BancFirst Corp.,NASD,XLF,,False,Banks
BANL,CBL International Ltd.,NASD,XLI,,False,Transportation Services
BANR,Banner Corp.,NASD,XLF,,False,Banks
BAP,Credicorp Ltd.,NYSE,XLF,,False,Banks
BASE,Couchbase Inc.,NASD,XLK,,False,Software
BASFY,BASF SE,OTCM,XLB,,False,Specialty Chemicals
BATL,Battalion Oil Corp,AMEX,XLE,,False,Exploration & Production
BATRA,"Atlanta Braves Holdings, Inc.",NASD,XLC,,False,Entertainment
BATRK,"Atlanta Braves Holdings, Inc.",NASD,XLC,,False,Entertainment
BAX,Baxter Intl Inc.,NYSE,XLV,,True,Medical Equipment
BAYRY,Bayer AG,OTCM,XLB,,False,Specialty Chemicals
BAYZF,Bayer AG,OTCM,XLB,,False,Nonferrous Metals
BB,BlackBerry Ltd.,NYSE,XLK,,False,Electrical Components
BBAR,Banco BBVA Argentina S.A.,NYSE,XLF,,False,Banks
BBBYQ,"Bed Bath & Beyond, Inc.",OTCM,XLY,,False,Toys
BBCP,"Concrete Pumping Holdings, Inc.",NASD,XLI,,False,Business Support Services
BBD,Banco Bradesco,NYSE,XLF,,False,Banks
BBDC,"Barings BDC, Inc.",NYSE,XLF,,False,Specialty Finance
BBDO,Banco Bradesco SA,NYSE,XLF,,False,Banks
BBGI,"Beasley Broadcast Group, Inc.",NASD,XLC,,False,Fixed Telecommunications
BBIG,"Vinco Ventures, Inc.",OTCM,XLY,,False,Specialty Retailers
BBIO,BridgeBio Pharma Inc.,NASD,XLV,,False,Biotechnology
BBLG,Bone Biologics Corp.,NASD,XLV,,False,Medical Supplies
BBSI,"Barrett Business Services, Inc.",NASD,XLY,,False,Recreational Products
BBU,Brookfield Business Partners,NYSE,XLI,,False,Business Support Services
BBUC,Brookfield Business Corp.,NYSE,XLI,,False,Building Materials
BBVA,"Banco Bilbao Vizcaya Argentaria, SA",NYSE,XLF,,False,Banks
BBW,Build-A-Bear Workshop Inc,NYSE,XLY,,False,Specialty Retailers
BBWI,"Bath & Body Works, Inc.",NYSE,XLY,,False,Specialty Retailers
BBY,"Best Buy Co, Inc.",NYSE,XLY,,True,Special Consumer Services
BC,Brunswick Corp.,NYSE,XLY,,False,Restaurants & Bars
BCAN,BYND Cannasoft Enterprises Inc.,NASD,XLK,,False,Software
BCBP,"BCB Bancorp, Inc. (NJ)",NASD,XLF,,False,Banks
BCC,Boise Cascade Co.,NYSE,XLI,,False,Business Support Services
BCCI,Baristas Coffee Co. Inc.,OTCM,XLY,,False,Home Improvement Retailers
BCDA,"BioCardia, Inc.",NASD,XLV,,False,Medical Equipment
BCE,"BCE, Inc.",NYSE,XLC,,False,Internet
BCEKF,Bear Creek Mining Corp.,OTCM,XLB,,False,Specialty Chemicals
BCEL,Atreca Inc.,NASD,XLV,,False,Biotechnology
BCH,Banco de Chile,NYSE,XLF,,False,Banks
BCLI,Brainstorm Cell Therapeutics Inc.,NASD,XLV,,False,Biotechnology
BCML,BayCom Corp.,NASD,XLF,,False,Banks
BCO,Brink's Co.,NYSE,XLI,,False,Aerospace
BCOV,"Brightcove, Inc",NASD,XLK,,False,Software
BCPC,Balchem Corp.,NASD,XLB,,False,Containers & Packaging
BCRX,"BioCryst Pharmaceuticals, Inc.",NASD,XLV,,False,Biotechnology
BCS,Barclays Plc,NYSE,XLF,,False,Banks
BCSF,"Bain Capital Specialty Finance, Inc.",NYSE,XLF,,False,Asset Managers
BCTX,BriaCell Therapeutics Corp.,NASD,XLV,,False,Biotechnology
BCYC,Bicycle Therapeutics plc,NASD,XLV,,False,Biotechnology
BDC,Belden Inc.,NYSE,XLK,,False,Electrical Components
BDCO,Blue Dolphin Energy Co.,OTCM,XLE,,False,Exploration & Production
BDN,Brandywine Realty Trust,NYSE,XLRE,,False,Retail REITs
BDORY,Banco do Brasil SA,OTCM,XLF,,False,Banks
BDRBF,Bombardier Inc.,OTCM,XLI,,False,Industrial Suppliers
BDRL,"Blonder Tongue Laboratories, Inc.",OTCM,XLK,,False,Renewable Energy Equipment
BDRX,Biodexa Pharmaceuticals Plc,NASD,XLV,,False,Biotechnology
BDSX,Biodesix Inc.,NASD,XLV,,False,Medical Supplies
BDTX,Black Diamond Therapeutics Inc.,NASD,XLV,,False,Biotechnology
BDX,Becton Dickinson and Co.,NYSE,XLV,,True,Medical Equipment
BE,Bloom Energy Corp.,NYSE,XLI,,False,Industrial Machinery
BEAM,Beam Therapeutics Inc,NASD,XLV,,False,Biotechnology
BEAT,HeartBeam Inc.,NASD,XLV,,False,Medical Equipment
BECN,Beacon Roofing Supply Inc.,NASD,XLY,,False,Apparel Retailers
BEEM,Beam Global,NASD,XLK,,False,Electrical Components
BEKE,"KE Holdings, Inc.",NYSE,XLC,,False,Entertainment
BELFA,"Bel Fuse, Inc.",NASD,XLK,,False,Electrical Components
BELFB,"Bel Fuse, Inc.",NASD,XLK,,False,Renewable Energy Equipment
BEN,"Franklin Resources, Inc.",NYSE,XLF,,True,Financial Administration
BEP,Brookfield Renewable Partners LP,NYSE,XLU,,False,Multiutilities
BEPC,Brookfield Renewable Corporation,NYSE,XLU,,False,Conventional Electricity
BERY,Berry Plastics Group Inc.,NYSE,XLB,,False,General Mining
BEST,"Best, Inc.",NYSE,XLI,,False,Transportation Services
BF.A,Brown-Forman Corp. - Class A,NYSE,XLP,,False,Distillers & Vintners
BF.B,Brown-Forman Corp. - Class B,NYSE,XLP,,False,Food Products
BFAM,Bright Horizons Family Solutions Inc.,NYSE,XLY,,False,Specialty Retailers
BFC,Bank First Corp.,NASD,XLF,,False,Banks
BFH,"Bread Financial Holdings, Inc.",NYSE,XLF,,False,Investment Services
BFIN,BankFinancial Corp.,NASD,XLF,,False,Banks
BFLY,"Butterfly Network, Inc.",NYSE,XLV,,False,Medical Equipment
BFRG,Bullfrog AI Holdings Inc.,NASD,XLV,,False,Pharmaceuticals
BFRI,Biofrontera Inc.,NASD,XLV,,False,Pharmaceuticals
BFS,"Saul Centers, Inc.",NYSE,XLRE,,False,Hotel & Lodging REITs
BFST,"Business First Bancshares, Inc.",NASD,XLF,,False,Banks
BFYW,Better For You Wellness Inc.,OTCM,XLK,,False,Electrical Components
BG,Bunge Ltd.,NYSE,XLP,,True,Food Products
BGC,BGC Group Inc,NASD,XLF,,False,Life Insurance
BGFV,Big 5 Sporting Goods Corp.,NASD,XLY,,False,Specialty Retailers
BGI,Birks Group Inc.,AMEX,XLY,,False,Business Training Agencies
BGNE,"BeiGene, Ltd.",NASD,XLV,,False,Biotechnology
BGS,B&G Foods Inc.,NYSE,XLP,,False,Food Products
BGSF,BG Staffing Inc.,NYSE,XLY,,False,Restaurants & Bars
BGXX,Bright Green Corp.,NASD,XLV,,False,Pharmaceuticals
BH,Biglari Holdings Inc.,NYSE,XLY,,False,Broadline Retailers
BHAT,Blue Hat Interactive Entertainment Technology,NASD,XLC,,False,Internet
BHB,"Bar Harbor Bankshares, Inc.",AMEX,XLF,,False,Banks
BHC,Bausch Health Cos. Inc.,NYSE,XLV,,False,Pharmaceuticals
BHE,Benchmark Electronics Inc.,NYSE,XLK,,False,Telecom Equipment
BHF,"Brighthouse Financial, Inc.",NASD,XLF,,False,Asset Managers
BHIL,Benson Hill Inc.,NYSE,XLP,,False,Food Products
BHLB,"Berkshire Hills Bancorp, Inc.",NYSE,XLF,,False,Banks
BHP,BHP Group Limited,NYSE,XLB,,False,Specialty Chemicals
BHR,Braemar Hotels & Resorts Inc.,NYSE,XLRE,,False,Real Estate Development
BHVN,Biohaven Ltd.,NYSE,XLV,,False,Pharmaceuticals
BIAF,BioAffinity Technologies Inc.,NASD,XLV,,False,Pharmaceuticals
BIDU,"Baidu, Inc.",NASD,XLC,,False,Internet
BIG,"Big Lots, Inc.",NYSE,XLY,,False,Footwear
BIGC,BigCommerce Holdings Inc.,NASD,XLK,,False,Software
BIIB,Biogen Inc.,NASD,XLV,,True,Biotechnology
BILI,"Bilibili, Inc.",NASD,XLC,,False,Media Agencies
BILL,Bill.com Holdings Inc.,NYSE,XLK,,False,Software
BIMI,NF Energy Saving Corp. of America,NASD,XLI,,False,Commercial Vehicles
BIO,"Bio-Rad Laboratories, Inc.",NYSE,XLV,,False,Health Care Providers
BIOC,Biocept Inc.,NASD,XLV,,False,Medical Equipment
BIOF,Blue Biofuels Inc.,OTCM,XLB,,False,Commodity Chemicals
BIOL,"BIOLASE, Inc.",NASD,XLV,,False,Medical Equipment
BIOR,"Biora Therapeutics, Inc.",NASD,XLV,,False,Biotechnology
BIOX,Bioceres Crop Solutions Corp.,AMEX,XLB,,False,General Mining
BIP,Brookfield Infrastructure Partners L.P.,NYSE,XLU,,False,Gas Distribution
BIPC,Brookfield Infrastructure Corp,NYSE,XLU,,False,Conventional Electricity
BIRD,Allbirds Inc.,NASD,XLY,,False,Restaurants & Bars
BIVI,BioVie Inc.,NASD,XLV,,False,Biotechnology
BJ,"BJ's Wholesale Club Holdings, Inc.",NYSE,XLY,,False,Travel & Tourism
BJDX,Bluejay Diagnostics Inc.,NASD,XLV,,False,Health Care Providers
BJRI,BJ's Restaurants Inc.,NASD,XLY,,False,Apparel Retailers
BK,Bank of New York Mellon Corp,NYSE,XLF,,True,Asset Managers
BKBEF,Pipestone Energy Corp.,OTCM,XLE,,False,Oil Equipment & Services
BKCC,BlackRock Capital Investment Corp.,NASD,XLF,,False,Asset Managers
BKD,"Brookdale Senior Living, Inc.",NYSE,XLV,,False,Medical Equipment
BKE,"Buckle, Inc.",NYSE,XLY,,False,Restaurants & Bars
BKH,Black Hills Corp.,NYSE,XLU,,False,Multiutilities
BKI,"Black Knight, Inc.",NYSE,XLK,,False,Software
BKNG,Booking Holdings Inc.,NASD,XLY,,True,Special Consumer Services
BKR,Baker Hughes Company,NASD,XLE,,True,Oil Equipment & Services
BKSC,Bank of South Carolina Corp.,NASD,XLF,,False,Banks
BKTI,"BK Technologies, Corp.",AMEX,XLK,,False,Electronic Equipment
BKU,Bankunited Inc.,NYSE,XLF,,False,Banks
BKYI,"BIO-key, Intl, Inc.",NASD,XLK,,False,Renewable Energy Equipment
BL,"BlackLine, Inc.",NASD,XLK,,False,Software
BLBD,Blue Bird Corp.,NASD,XLI,,False,Building Materials
BLCM,"Bellicum Pharmaceuticals, Inc.",NASD,XLV,,False,Biotechnology
BLCO,Bausch & Lomb Corp.,NYSE,XLV,,False,Pharmaceuticals
BLD,TopBuild Corp.,NYSE,XLI,,False,Aerospace
BLDE,Blade Air Mobility Inc.,NASD,XLI,,False,Building Materials
BLDP,"Ballard Power Systems, Inc.",NASD,XLK,,False,Computer Services
BLDR,"Builders FirstSource, Inc.",NYSE,XLI,,True,Industrial Machinery
BLFS,BioLife Solutions Inc.,NASD,XLV,,False,Medical Equipment
BLFY,Blue Foundry Bancorp,NASD,XLF,,False,Banks
BLGO,"BioLargo, Inc.",OTCM,XLV,,False,Medical Supplies
BLIN,Bridgeline Software Inc,NASD,XLK,,False,Software
BLK,"Blackrock, Inc.",NYSE,XLF,,True,Reinsurance
BLKB,Blackbaud Inc.,NASD,XLK,,False,Software
BLMN,Bloomin' Brands Inc.,NASD,XLY,,False,Automobiles
BLND,Blend Labs Inc.,NYSE,XLK,,False,Software
BLNK,Blink Charging Co.,NASD,XLY,,False,Specialty Retailers
